-103.86000061035156,-65.0,-0.0014358902117237449,0.0,0.0,0.7071067341080643,0.7071068282650276
-103.86001586914062,-64.97830200195312,-0.0011179351713508368,0.00038569299708199307,-0.00037885028664150065,0.7071546980967834,0.7070586543371205
-103.86056518554688,-64.84823608398438,-0.001038627582602203,0.000753614981024413,-0.0007277568394539058,0.7072520993261848,0.7069606569202753
-103.86215209960938,-64.41741180419922,-0.001073112478479743,0.0005681971768519515,-0.000563780829973321,0.7074288290022364,0.7067841333813801
-103.86344146728516,-64.04318237304688,-0.0011023711413145065,0.0004298107437658733,-0.00042104315390545323,0.7076576355086021,0.7065552412173882
-103.8642578125,-63.840126037597656,-0.0011262893676757812,0.00031890279565932296,-0.00030578232669194834,0.7079615191607103,0.706250870573506
-103.86901092529297,-62.956443786621094,-0.0011388397542759776,0.0002608363605527738,-0.0002442853712503326,0.7093652842633605,0.7048409506910137
-103.87344360351562,-62.17109680175781,-0.0011257934384047985,0.0003134311909630204,-0.0003160035763663192,0.7097124338580566,0.7044913506423637
-103.8512191772461,-54.275428771972656,-0.0009907531784847379,0.00014607535825164882,-0.0001575180402795951,0.7050143370380411,0.7091930191568924
-103.83806610107422,-52.744789123535156,-0.0010418319143354893,-0.0001207632442136637,8.430334371055825e-05,0.7042509087027599,0.7099511503621373
-103.81139373779297,-50.59025955200195,-0.0009913635440170765,7.778297859243664e-05,-0.0002272680590744511,0.7001893881528882,0.7139571156709075
-103.8019790649414,-50.03793716430664,-0.0009964370401576161,5.9053924503728406e-05,-0.0002100475226027853,0.6992604991848107,0.7148669153573144
-103.78160095214844,-48.93907928466797,-0.0010338592110201716,-8.893366184619352e-05,-1.636184997609707e-05,0.6980658694981949,0.7160335422763537
-103.77111053466797,-48.39970016479492,-0.0010454559233039618,-0.00013057859969332122,5.16276655995745e-05,0.6977017482148505,0.716388337999548
-103.76032257080078,-47.86028289794922,-0.0010351181263104081,-7.40880711745337e-05,1.0080153269306289e-05,0.6973393107261984,0.7167411528057104
-103.74942779541016,-47.31779098510742,-0.0010249328333884478,-1.300499555609413e-05,-2.711709608009399e-05,0.6972336029803643,0.7168439871900669
-103.73837280273438,-46.77002716064453,-0.0010132216848433018,4.986460229892915e-05,-7.497123685313401e-05,0.6971062535958679,0.7169678257009644
-103.72734069824219,-46.21748733520508,-0.00100902549456805,7.515564217629457e-05,-9.103471309564556e-05,0.697171359496351,0.7169045135597348
-103.71609497070312,-45.66158676147461,-0.0010126876877620816,5.894119910558168e-05,-7.246422282852933e-05,0.6971022441249702,0.7169717236480128
